ticker,equity,earnings,long_term_debt,Conservatively_Financed,equity_per_share,Average EPS,SD of EPS,Average Annual Compounding Growth Rate,Average Annual Compounding Years,Compounding Growth Rate from Beginning of Data to Now,Average Return on Equity,percent_retained_earnings_last_year,avg_percent_retained_earnings,Percent Rate of Return from Retained Earnings,Return on Retained Equity,Return on Equity Paid,Percent Annual Growth Rate,Future Equity Per Share,Future Earnings Per Share,Future Stock Price Based On Pe,Shares Outstanding Trend,share_price_for_7_percent_gov_bond,Estimated Initial Return Rate
BLK,39347000000.0,32343000000.0,7918000000.0,Yes,261.0948905109489,35.44161,2.505263520250913,0.0563753344043482,4,0.03589767196690863,0.7594459405358172,0.6481970096745823,0.6684443229657135,0.06809103221562544,94.76297200505944,47.00346799494054,0.3472636118867984,1158.9408569144377,880.152929104771,31359.33516584212,Stagnant,526.4285714285714,0.036956805709860964
BX,6816798000.0,660734000.0,12293882000.0,No,9.023852396715142,3.46,2.7193013808697266,1.1654179911807032,4,0.052401942410349456,0.19071398443240897,0.35658914728682173,0.45372297049162136,3.3999999999999826,6.27952591160404,7.56047408839596,-0.15340037878258983,3.9244819148936343,0.7484535828222951,363.6331213195863,Stagnant,26.285714285714285,0.010792421495193022
BK,36531000000.0,39653000000.0,31736000000.0,Maybe,46.37102404423469,3.7325,0.48899769938109106,0.053928699823646155,4,0.010888572347397707,0.9825350019340616,0.7173524150268336,0.7269133476631652,0.01810436634717784,10.852816280611055,4.077183719388944,0.5954015099001919,479.28813781032164,470.91737141043717,9043.127746118334,Stagnant,57.28571428571428,0.053000261775142006
BA,-17233000000.0,27251000000.0,46927000000.0,No,-28.432601880877744,-10.0,6.508759482420594,-0.35151973809015774,4,-0.3525087669796314,-1.9597427362913393,1,1.0272908366533864,-0.4092260135536797,-41.091633466135455,1.0916334661354554,-1.9597427362913393,23.152120462839218,-45.37219990679124,-1012.5109902685816,Stagnant,-52.42857142857142,-0.022866043613707164
BKNG,-2744000000.0,31830000000.0,12223000000.0,No,-75.1163427320011,56.3025,44.98240621342971,6.942720909419225,4,2.00776038541668,1.7543468840110417,1,1.0,0.5204919852582035,225.20999999999998,0.0,1.7543468840110417,-11907.692419512327,-20890.223091933352,-434658.36565098184,Stagnant,1695.2857142857142,0.02739552108166224
BWA,5828000000.0,6152000000.0,3707000000.0,Maybe,24.86348122866894,2.7710672499999998,0.7641152425699199,0.18171963805580774,4,0.06774030729908787,1.0067573139754185,0.8396860502018372,0.8192725672945839,0.07153345967709474,9.08103752021377,2.00323147978623,0.8145459018020318,489.10458039987714,492.4096136164544,6173.265496511336,Stagnant,38.856399999999994,0.07922947436430235
BSX,19281000000.0,819000000.0,8566000000.0,No,13.17458148274684,0.525,0.435,27.350724637681157,4,2.3166247903554,-0.059772517345912365,1,1.0,0.5714285714285716,2.0999999999999996,0.0,-0.059772517345912365,9.680583486905096,-0.5786328443895876,782.6034450068953,Stagnant,15.428571428571429,0.012369717445876824
BMY,29430000000.0,28766000000.0,36653000000.0,No,14.162656400384986,1.5271225,3.202330196906426,241.35655608152902,4,4.298239112689838,0.755955592635096,0.6298701298701298,1.0610839943364963,-3.7628316383856633,6.481620968564544,-0.373130968564544,0.3117342650041634,55.00143688197969,41.578643813898786,737.5579107806644,Stagnant,55.42857142857142,0.0745723638483705
AVGO,23988000000.0,2682000000.0,37617000000.0,No,5.617798594847775,2.08914,1.0529728208565023,0.7863289939210826,4,0.5055779354692518,0.05310105983651044,0.6404303510758776,0.5255208376451248,1.4110871855248484,4.391546411031744,3.965013588968256,0.023287467443774693,6.30310353852898,0.33470147815514806,331.78141186335597,Stagnant,48.47142857142856,0.018997759709109052
BR,2168300000.0,3435100000.0,3355100000.0,No,18.205709487825356,5.16,0.5266402946983831,0.08108687660058707,4,0.058152806537212776,1.4682969909984405,nan,nan,nan,nan,nan,nan,nan,nan,nan,Stagnant,84.71428571428571,0.02720183486238532
BRO,5578800000.0,5288500000.0,3226900000.0,Maybe,19.867521367521366,2.3075,0.5018652707649733,0.2192253824606766,4,0.15923734493653585,0.9568430424626765,0.8660084626234132,0.8474289065824671,0.18023944217866067,7.82176880775617,1.4082311922438289,0.8087972948503731,384.6743139501822,368.07294091733513,13202.975087123863,Stagnant,43.857142857142854,0.029135426781599694
BF.B,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLDR,4732351000.0,460184000.0,3177411000.0,No,36.68546023969364,10.07,5.207758634959958,0.9582169746046869,4,0.4551198224344457,0.20982259786624463,1,1.0,0.2326216484607746,40.28,0.0,0.20982259786624463,95.0829031167273,19.95054174461617,1450.6844256615109,Stagnant,172.28571428571428,0.06554347826086956
BG,10850000000.0,12077000000.0,4080000000.0,Maybe,71.9553676174199,12.079909,2.873895635164663,0.3171115772227116,4,0.17083614328861674,1.2132722578524302,0.8540179077411311,0.8385202843467111,0.17898429076209169,40.51699491824957,7.802641081750421,1.0058807955944433,2336.6238136552265,2834.9608501452326,13799.569967837766,Stagnant,215.28571428571428,0.1693258426966292
BXP,5876697000.0,-816152000.0,15856297000.0,No,37.38321199225198,3.83827525,1.7840302110109256,-0.16620241890543228,4,-0.3160889876015268,-0.09947632245366331,0.23632594855330524,0.46252001216069494,13.251144849020662,7.101116461224377,8.251984538775622,0.22197583570438081,101.85672381054428,-10.132332301851427,7278.1192097653775,Stagnant,17.32971428571428,0.013994923808595848
CHRW,1418697000.0,5620790000.0,1420487000.0,No,11.854383047703402,5.0825000000000005,1.9167208325679563,0.08125767789633338,4,-0.07483383776790942,3.215061368270778,0.528957528957529,0.6629403190138182,-0.09124087591240876,13.477576685550924,6.852423314449075,0.3520140184238081,53.553138703603516,172.17662739560228,2127.4668124714003,Stagnant,39.14285714285714,0.025172255750205
