ticker,equity,earnings,long_term_debt,Concervatively_Financed,Average Annual Compounding Rate,Average Annual Compounding Years,SD of EPS,Shares Outstanding Trend,Percent Rate of Return from Retained Earnings,Average Return on Equity,share_price_for_7_percent_gov_bond,Estimated Initial Return Rate,Percent Annual Growth Rate,Future Equity Per Share,Future Earnings Per Share,Future Stock Price Based On Pe
AVB,11783241000.0,478156000.0,7981822000.0,No,0.052779425598459606,3,0.8254506345021492,Stagnant,0.32057416267942584,nan,93.7142857142857,0.029488446471358835,nan,nan,nan,nan
AVY,2127900000.0,4691800000.0,2622100000.0,No,0.0176268513906368,3,1.3400484544958393,Stagnant,-0.02076130933706969,nan,89.26842857142856,0.028639213209038204,nan,nan,nan,nan
AXON,1612034000.0,431249000.0,677113000.0,Maybe,8.731291253030385,3,1.379202668210876,Stagnant,0.6839080459770115,nan,33.57142857142857,0.006593344681741538,nan,nan,nan,nan
BKR,15368000000.0,-8819000000.0,5873000000.0,No,-1.2954484093566816,3,6.602219323833464,Stagnant,-1.0018039687312086,nan,27.57142857142857,0.05648229743699665,nan,nan,nan,nan
BALL,3769000000.0,7763000000.0,7504000000.0,No,0.1126162981352928,3,0.31843366656181316,Stagnant,0.07540983606557376,nan,32.14285714285714,0.034992222289458974,nan,nan,nan,nan
BAC,263249000000.0,224672000000.0,302204000000.0,No,0.25743079030511923,3,0.6437148048631475,Stagnant,0.14336075205640425,nan,44.285714285714285,0.0779482012652287,nan,nan,nan,nan
BK,36531000000.0,39653000000.0,31736000000.0,Maybe,0.053928699823646155,3,0.48899769938109106,Stagnant,0.01810436634717784,nan,57.28571428571428,0.058840791052326896,nan,nan,nan,nan
BBWI,-1627000000.0,-1838000000.0,4388000000.0,No,0.15109123280804168,3,0.69671797387519,Stagnant,0.06840066596797241,nan,55.14285714285714,0.13174061776485033,nan,nan,nan,nan
BAX,8402000000.0,16114000000.0,11130000000.0,No,-1.5979839231449944,3,3.7256970824263207,Stagnant,3.850000000000003,nan,74.99999999999999,0.13523956829654407,nan,nan,nan,nan
BDX,25797000000.0,15535000000.0,14738000000.0,Maybe,0.40380378367696684,3,1.5438162941231057,Stagnant,0.31754114446405635,nan,70.99999999999999,0.021282062373053055,nan,nan,nan,nan
BRK.B,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBY,3053000000.0,2683000000.0,1152000000.0,Maybe,-0.009173220608233223,3,1.6294937864257106,Stagnant,-0.07235294117647056,nan,81.42857142857142,0.057401810924708724,nan,nan,nan,nan
BIO,8741133000.0,9260629000.0,1199100000.0,Yes,-0.8544519935924964,3,109.44096684971309,Stagnant,-1.1824932848791279,nan,-311.71428571428567,-0.06541943827125986,nan,nan,nan,nan
TECH,2068850000.0,1325247000.0,319000000.0,Yes,0.18747700631678532,3,0.35478591696261,Stagnant,0.06641671130155331,nan,nan,nan,nan,nan,nan,nan
BIIB,14799400000.0,17627600000.0,6788200000.0,Maybe,-0.06325061575948514,3,7.02985775105016,Stagnant,-0.26197884256378345,nan,114.57142857142856,0.03959907198113223,nan,nan,nan,nan
BLK,39347000000.0,32343000000.0,7918000000.0,Yes,0.0563753344043482,3,2.505263520250913,Stagnant,0.06809103221562544,nan,526.4285714285714,0.04196369529379989,nan,nan,nan,nan
BX,6816798000.0,660734000.0,12293882000.0,No,1.1654179911807032,3,2.7193013808697266,Stagnant,3.3999999999999826,nan,26.285714285714285,0.013274655449807325,nan,nan,nan,nan
BA,-17233000000.0,27251000000.0,46927000000.0,No,-0.35151973809015774,3,6.508759482420594,Stagnant,-0.4092260135536797,nan,-52.42857142857142,-0.022584615384615384,nan,nan,nan,nan
BKNG,-2744000000.0,31830000000.0,12223000000.0,No,6.942720909419225,3,44.98240621342971,Stagnant,0.5204919852582035,nan,1695.2857142857142,0.03141795204174993,nan,nan,nan,nan
BWA,5828000000.0,6152000000.0,3707000000.0,Maybe,0.18171963805580774,3,0.7641152425699199,Stagnant,0.07153345967709474,nan,38.856399999999994,0.08300115843775054,nan,nan,nan,nan
BSX,19281000000.0,819000000.0,8566000000.0,No,-1.8992753623188403,3,0.435,Stagnant,0.5714285714285716,nan,15.428571428571429,0.013267813019102261,nan,nan,nan,nan
BMY,29430000000.0,28766000000.0,36653000000.0,No,-0.5311632167165975,3,3.202330196906426,Stagnant,-3.7628316383856633,nan,55.42857142857142,0.07792729320456783,nan,nan,nan,nan
AVGO,23988000000.0,2682000000.0,37617000000.0,No,0.7863289939210826,3,1.0529728208565023,Stagnant,1.4110871855248484,nan,48.47142857142856,0.02368586387434555,nan,nan,nan,nan
BR,2168300000.0,3435100000.0,3355100000.0,No,0.08108687660058707,3,0.5266402946983831,Stagnant,0.1108033240997229,nan,84.71428571428571,0.02819647220217319,nan,nan,nan,nan
BRO,5578800000.0,5288500000.0,3226900000.0,Maybe,0.2192253824606766,3,0.5018652707649733,Stagnant,0.18023944217866067,nan,43.857142857142854,0.029341489826902503,nan,nan,nan,nan
BF.B,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BLDR,4732351000.0,460184000.0,3177411000.0,No,0.9582169746046869,3,5.207758634959958,Stagnant,0.2326216484607746,nan,172.28571428571428,0.07154297606931004,nan,nan,nan,nan
BG,10850000000.0,12077000000.0,4080000000.0,Maybe,0.3171115772227116,3,2.873895635164663,Stagnant,0.17898429076209169,nan,215.28571428571428,0.15297938963760802,nan,nan,nan,nan
BXP,5876697000.0,-816152000.0,15856297000.0,No,-0.16620241890543228,3,1.7840302110109256,Stagnant,13.251144849020662,nan,17.32971428571428,0.016202483711747685,nan,nan,nan,nan
CHRW,1418697000.0,5620790000.0,1420487000.0,No,0.08125767789633338,3,1.9167208325679563,Stagnant,-0.09124087591240876,nan,39.14285714285714,0.026897024895701525,nan,nan,nan,nan
CDNS,3404271000.0,4936384000.0,299771000.0,Yes,0.21381207585118597,3,0.6421983727790034,Stagnant,0.14542343883661246,nan,55.14285714285714,0.015326582912265086,nan,nan,nan,nan
CZR,4552000000.0,-2523000000.0,12224000000.0,No,-0.8819497055275823,3,6.071208178772986,Stagnant,-0.9088500264970852,nan,52.14285714285714,0.09801288494867419,nan,nan,nan,nan
CPT,4980757000.0,-613651000.0,3715400000.0,No,0.6833783233359858,3,1.7347532245250332,Stagnant,-6.02439024390245,nan,52.99999999999999,0.029835143108362005,nan,nan,nan,nan
CPB,3661000000.0,4451000000.0,4483000000.0,No,-0.16138845418360934,3,1.1161989070053777,Stagnant,-0.3058252427184465,1.215113741150382,41.0,0.05605468666472008,0.5885045645292791,114.64088816698347,139.30171850938586,2045.1615197259964
COF,58089000000.0,60945000000.0,49318000000.0,Maybe,1.1804186601803364,3,8.031181030832265,Stagnant,0.1262316415690649,nan,171.14285714285714,0.08430682255757911,nan,nan,nan,nan
CAH,-3213000000.0,-286000000.0,4658000000.0,No,-0.7497124368263758,3,2.570898432455082,Stagnant,-0.4001151410477835,nan,49.71428571428571,0.03109086027438419,nan,nan,nan,nan
KMX,6073740000.0,4126909000.0,17959656000.0,No,-0.009446361903581058,3,1.6554663240307852,Stagnant,-0.08732394366197184,nan,43.28571428571428,0.03761638591190441,nan,nan,nan,nan
CCL,6883000000.0,185000000.0,28483000000.0,No,-0.5791779746999935,3,4.790803690405191,Stagnant,-0.4799123447772096,nan,-0.857142857142857,-0.003701419086289351,nan,nan,nan,nan
CARR,8677000000.0,6591000000.0,14242000000.0,No,0.13498927476292885,3,1.003577974050846,Stagnant,-0.086734693877551,nan,23.0,0.023128860593065133,nan,nan,nan,nan
CTLT,4611000000.0,262000000.0,4313000000.0,No,0.02237011201269956,3,1.793591020829442,Buy Back,-0.4582593250444049,-0.0032145943986388176,-20.28571428571428,-0.023521617113198567,-0.0032145943986388176,25.169395749704716,-0.08090939859412444,-1070.0537989618724
CAT,19494000000.0,51250000000.0,24533000000.0,No,0.607522949314557,3,5.222571205833387,Stagnant,0.4549104385423101,nan,289.1428571428571,0.060562535190638055,nan,nan,nan,nan
CBOE,3985000000.0,2525200000.0,1439200000.0,Maybe,0.6175540259756672,3,1.7690163227059268,Stagnant,0.2582959641255605,nan,102.28571428571428,0.03409036824079521,nan,nan,nan,nan
CBRE,8267000000.0,9188000000.0,2804000000.0,Yes,0.325331321171072,3,1.2173742234826561,Stagnant,0.06282722513089005,nan,45.714285714285715,0.028055410034145654,nan,nan,nan,nan
CDW,2042500000.0,-1525500000.0,5031800000.0,No,0.14678216540805,3,1.1011442911807696,Stagnant,0.12482468443197751,nan,117.14285714285712,0.03808816134385645,nan,nan,nan,nan
CE,7091000000.0,12929000000.0,12301000000.0,No,0.02248982196081502,3,0.4557617250274539,Stagnant,0.019798600443761735,nan,257.2857142857143,0.14875691786071701,nan,nan,nan,nan
COR,522003000.0,4324187000.0,4146113000.0,No,-0.4340027816931462,3,10.717506706319337,Stagnant,87.13793103448194,nan,123.14285714285712,0.03646979174877561,nan,nan,nan,nan
CNC,25840000000.0,12043000000.0,17710000000.0,Maybe,0.3371529866631975,3,1.1336996956866487,Stagnant,0.14354066985645933,nan,70.99999999999999,0.06813819349666833,nan,nan,nan,nan
CNP,9667000000.0,1092000000.0,17559000000.0,No,-0.9252493660604619,3,1.5849507090127442,Stagnant,4.7164179104477615,nan,19.57142857142857,0.04931605349666499,nan,nan,nan,nan
CF,5717000000.0,4535000000.0,2968000000.0,Maybe,1.40574313662908,3,5.633069212250103,Stagnant,0.2606750711671411,nan,112.7142857142857,0.10065059397158116,nan,nan,nan,nan
CRL,3596882000.0,1887218000.0,2647147000.0,Maybe,0.08581837547354794,3,0.9477341399358791,Stagnant,0.05653710247349823,nan,132.42857142857142,0.04850863267360965,nan,nan,nan,nan
SCHW,31767000000.0,33901000000.0,26043000000.0,Maybe,0.09906725707782045,3,0.5062114182829147,Stagnant,0.054123711340206174,nan,36.42857142857142,0.03998745462906062,nan,nan,nan,nan
CHTR,11086000000.0,-12260000000.0,95777000000.0,No,0.2698860943376103,3,6.1628823410803495,Stagnant,0.14257983111715034,nan,436.2857142857142,0.09215171437956109,nan,nan,nan,nan
CVX,160957000000.0,200025000000.0,19733000000.0,Yes,-0.9597193157309842,3,7.695963227562875,Stagnant,1.125293657008614,nan,163.0,0.08088182751544483,nan,nan,nan,nan
CMG,3062207000.0,6056985000.0,3803551000.0,No,0.5313171846402573,3,0.23434805311757978,Stagnant,0.282308101400461,nan,12.739999999999998,0.01676630988954734,nan,nan,nan,nan
CB,59507000000.0,54810000000.0,13035000000.0,Yes,0.6361340986893459,3,5.658583870859651,Stagnant,0.2845052493847311,nan,313.85714285714283,0.07657720623001106,nan,nan,nan,nan
CHD,3855400000.0,6012300000.0,2202200000.0,Maybe,0.12783290682206416,3,0.6650704849863659,Stagnant,-0.012441249654409774,nan,44.14285714285714,0.029266906103529975,nan,nan,nan,nan
CI,46223000000.0,41652000000.0,28155000000.0,Maybe,-0.04962435550436817,3,2.892290243246291,Stagnant,-0.08683639222019739,nan,250.99999999999997,0.049152353885757914,nan,nan,nan,nan
CINF,12098000000.0,13084000000.0,790000000.0,Yes,-1.5271297629656864,3,7.759030222908015,Stagnant,0.17575503355704702,nan,167.7142857142857,0.08611457377187344,nan,nan,nan,nan
CTAS,4316372000.0,10617955000.0,2025934000.0,Maybe,0.13569494058976814,3,1.7954995822890076,Stagnant,0.14273179292190702,nan,219.99999999999997,0.019309376864205308,nan,nan,nan,nan
CSCO,45457000000.0,1087000000.0,19621000000.0,No,0.05433302459207771,3,0.21311675203981514,Stagnant,0.08414872798434446,nan,nan,nan,nan,nan,nan,nan
C,187853000000.0,198905000000.0,286619000000.0,No,0.07017142038471225,3,2.516004342594722,Stagnant,-0.07225760271655364,nan,58.1021,0.06700406835057583,nan,nan,nan,nan
CFG,22328000000.0,9816000000.0,13467000000.0,Maybe,0.2969453503434085,3,1.1029392549002868,Stagnant,0.1116504854368932,nan,44.857142857142854,0.07548077199938746,nan,nan,nan,nan
CLX,328000000.0,250000000.0,2481000000.0,No,-0.4186920089976012,3,2.3179840379088033,Stagnant,26.041666666666643,nan,nan,nan,nan,nan,nan,nan
CME,26737900000.0,4455200000.0,3425400000.0,Yes,0.1511987103088143,3,1.0578870450100046,Stagnant,-2.0763888888888866,nan,126.7142857142857,0.040493037555010526,nan,nan,nan,nan
CMS,7320000000.0,1658000000.0,14508000000.0,No,0.13900344936333955,3,0.8041150624511084,Stagnant,0.055154832260161026,nan,42.556285714285714,0.04349452610475007,nan,nan,nan,nan
KO,25941000000.0,73782000000.0,35547000000.0,No,0.11875987008730367,3,0.2455096739438183,Stagnant,0.3736263736263736,nan,35.42857142857142,0.03493449886784253,nan,nan,nan,nan
CTSH,13227000000.0,13301000000.0,606000000.0,Yes,0.204934016458145,3,0.7258228089554639,Stagnant,0.14566577301161754,1.0022351878906663,60.14285714285714,0.054675324675324675,0.7260848748376562,406.951586285011,407.86119954276273,7443.057516376686
CL,609000000.0,25289000000.0,8219000000.0,No,-0.016702006017587052,3,0.36922215534824016,Stagnant,-0.11178247734138977,nan,39.71428571428571,0.025605600145659102,nan,nan,nan,nan
CMCSA,82703000000.0,52892000000.0,95021000000.0,No,0.6016552920072858,3,0.9651993734383003,Stagnant,0.24183992715786573,nan,55.25048571428571,0.09717422296829267,nan,nan,nan,nan
CAG,8440400000.0,6276300000.0,7492600000.0,Maybe,-0.34121787380214347,3,0.7024243731534378,Stagnant,-1.0730088495575218,nan,10.428571428571427,0.02246153846153846,nan,nan,nan,nan
COP,49279000000.0,59268000000.0,17025000000.0,Yes,-0.8015236582678217,3,6.19534906199804,Stagnant,0.7862957937584804,nan,129.7142857142857,0.0842847834128059,nan,nan,nan,nan
ED,21158000000.0,13377000000.0,21927000000.0,No,0.31161093731372635,3,1.5146781836416605,Stagnant,0.6073619631901841,nan,103.57142857142856,0.06961113676218757,nan,nan,nan,nan
STZ,9743100000.0,13417200000.0,10681100000.0,No,-29.385812144432833,3,5.060515660483623,Stagnant,-0.146551724137931,nan,134.57142857142856,0.03815928046953505,nan,nan,nan,nan
CEG,10925000000.0,761000000.0,7496000000.0,No,-4.276627684930221,3,2.288626560562579,Stagnant,0.8007343044357147,nan,71.71428571428571,0.028553552526652756,nan,nan,nan,nan
COO,7550800000.0,6876100000.0,2520400000.0,Yes,3.3972966275362175,3,5.800149191198642,Stagnant,0.01388538818055947,nan,21.214285714285715,0.013931889023549127,nan,nan,nan,nan
CPRT,5987440000.0,5189440000.0,10903000.0,Yes,0.2040169814082858,3,0.20376150274278998,Stagnant,0.13126491646778043,0.828290340930055,18.57142857142857,0.026156941248366955,0.828290340930055,127.76117736740976,105.82334915927706,4884.408163564852
GLW,11551000000.0,16391000000.0,7206000000.0,Maybe,0.3499050332383666,3,0.4210923295430588,Stagnant,3.000000000000002,nan,9.857142857142856,0.01655470237399006,nan,nan,nan,nan
CPAY,3282359000.0,8192659000.0,4596156000.0,No,0.17259391792365494,3,1.989502136213982,Stagnant,0.11287793952967523,nan,191.7142857142857,0.04384188086380397,nan,nan,nan,nan
CTVA,25037000000.0,-41000000.0,2291000000.0,Yes,0.31524454773842947,3,0.5828110757355252,Stagnant,0.03542234332425068,nan,14.857142857142856,0.01893663573696314,nan,nan,nan,nan
CSGP,7338600000.0,2204300000.0,990500000.0,Yes,0.161842906287711,3,0.13693680111642748,Stagnant,0.10103221770409761,nan,13.142857142857142,0.011829754914641916,nan,nan,nan,nan
COST,25058000000.0,19521000000.0,5377000000.0,Yes,0.16359831863468335,3,1.9552045928751287,Stagnant,0.5440084835630964,0.7256581352467326,202.57142857142856,0.01591005974084815,-0.2446153657601822,13.918306303675175,10.099932198117772,874.81169338043
CTRA,13039000000.0,5366000000.0,1586000000.0,Yes,1.411158566100054,3,1.649050863375657,Stagnant,0.3381443298969073,nan,30.57142857142857,0.09102509481778005,nan,nan,nan,nan
CRWD,2303950000.0,-1058836000.0,742494000.0,Yes,-0.10200510063610284,3,0.5299056519796709,Stagnant,-0.425531914893617,nan,5.285714285714286,0.0014464425159726652,nan,nan,nan,nan
CCI,6381000000.0,-11889000000.0,22086000000.0,No,0.164650027076664,3,0.6277887781730414,Stagnant,-0.10582010582010583,nan,49.42857142857142,0.03036952506567152,nan,nan,nan,nan
CSX,12128000000.0,9790000000.0,17975000000.0,No,0.17109464209031114,3,0.3020888412589705,Stagnant,0.12271229278829789,nan,26.428571428571427,0.054443791198422305,nan,nan,nan,nan
CMI,8850000000.0,17851000000.0,4802000000.0,Maybe,-0.1353784742007882,3,3.9990186296140204,Stagnant,-0.28935525928418215,nan,74.14285714285714,0.01746181272688349,nan,nan,nan,nan
CVS,76461000000.0,61604000000.0,58638000000.0,Maybe,0.20528940706064489,3,1.2224667684644848,Distributing More,0.07990506329113922,0.7603882405240926,92.71428571428571,0.11162710815500138,0.4768536423625666,303.8400404271813,231.03639374119354,2721.9198405218917
DHR,53486000000.0,41074000000.0,16707000000.0,Yes,0.17972540679271376,3,1.899164289891741,Stagnant,0.055011313619274436,nan,92.0,0.024254294465447565,nan,nan,nan,nan
DRI,2242500000.0,-35500000.0,1422200000.0,No,0.22940594874123477,3,1.4402603931234104,Stagnant,0.3172179813401188,nan,122.42857142857142,0.053906153165882084,nan,nan,nan,nan
DVA,1056097000.0,598288000.0,8268334000.0,No,0.11723239059537698,3,1.2658865470491423,Stagnant,0.03944236654199252,nan,108.85714285714285,0.05108608080529086,nan,nan,nan,nan
DAY,2398200000.0,-317800000.0,1210100000.0,No,4.6325,3,0.35174564673923114,Stagnant,-0.5757575757575757,nan,4.999999999999999,0.0064551824441191185,nan,nan,nan,nan
DECK,2107468000.0,1912797000.0,nan,No,0.2990132657631135,3,5.9322819176097825,Stagnant,0.1991638160395287,nan,419.4285714285714,0.03334317661053235,nan,nan,nan,nan
DE,21785000000.0,50931000000.0,38477000000.0,No,0.6306550269675298,3,9.329987607172905,Stagnant,0.3752883506343714,nan,497.14285714285705,0.09042719138123444,nan,nan,nan,nan
DAL,11105000000.0,5650000000.0,17071000000.0,No,1.721687187383085,3,10.15454916527563,Stagnant,-2.5739901667791387,nan,102.99999999999999,0.17109634799309262,nan,nan,nan,nan
DVN,12061000000.0,6195000000.0,5672000000.0,Maybe,-0.2568605522830069,3,6.1211958889178835,Stagnant,9.259728243383892,nan,83.71428571428571,0.13919240409479228,nan,nan,nan,nan
DXCM,2068600000.0,1021400000.0,2434200000.0,No,0.36561214438843487,3,0.3965214961070837,Distributing More,0.023197492163009356,0.16903758024097545,19.999999999999996,0.020219526909208106,0.16903758024097545,11.092031972981731,1.8749702446683647,548.5801929386561
FANG,16625000000.0,2489000000.0,6641000000.0,No,-0.24488834666025752,3,20.682040971577248,Stagnant,8.335753176043555,nan,247.7142857142857,0.09442387310842822,nan,nan,nan,nan
DLR,18385844000.0,nan,15613620000.0,No,1.8885598743608873,3,1.9879952213222245,Stagnant,-0.26363636363636367,nan,43.42857142857142,0.020268017125571417,nan,nan,nan,nan
DFS,13772000000.0,30448000000.0,20581000000.0,No,1.1846536380875377,3,5.4242833628047125,Stagnant,0.19368686868686863,nan,160.99999999999997,0.08508871468229634,nan,nan,nan,nan
DG,6749119000.0,2799415000.0,6231539000.0,No,-0.09654682988509374,3,1.3077652694577875,Stagnant,-0.09949141767323583,nan,108.14285714285714,0.0934106603464954,nan,nan,nan,nan
DLTR,7313100000.0,7124600000.0,3426300000.0,Maybe,-0.45339736694476723,3,4.715967557140316,Stagnant,-0.7204225352112676,nan,-64.99999999999999,-0.06664713964742965,nan,nan,nan,nan
D,25746000000.0,3524000000.0,33056000000.0,No,-2.9806834615758677,3,1.6574306421901,Stagnant,-0.6525334159206768,nan,32.71428571428571,0.039833013274336575,nan,nan,nan,nan
DPZ,-4070367000.0,-4069648000.0,4934062000.0,No,0.06477652130593914,3,0.9440602357717968,Stagnant,0.061386897267454416,nan,211.42857142857142,0.03611694090509069,nan,nan,nan,nan
DOV,5106605000.0,10995624000.0,2991759000.0,Maybe,0.20539786226924142,3,1.2504099327820455,Stagnant,0.14402451481103165,nan,107.99999999999999,0.04310148382594401,nan,nan,nan,nan
DOW,18607000000.0,21774000000.0,14034000000.0,Maybe,1.0083011549114833,3,3.178281768503227,Stagnant,-0.1362126245847176,nan,11.714285714285712,0.016,nan,nan,nan,nan
DHI,22696200000.0,23589800000.0,5094500000.0,Yes,0.3527166347734056,3,3.735032630379552,Stagnant,0.16494845360824742,nan,198.99999999999997,0.07555049154518448,nan,nan,nan,nan
DTE,11050000000.0,4404000000.0,17407000000.0,No,0.021980007531952617,3,0.9673514097782666,Stagnant,-0.03362614701939937,nan,96.7142857142857,0.054579167607475644,nan,nan,nan,nan
DUK,47150000000.0,2235000000.0,72452000000.0,No,0.5364150517149294,3,1.1420677519306814,Stagnant,-0.8161434977578482,nan,50.57142857142857,0.030243484901360182,nan,nan,nan,nan
DD,24279000000.0,-22874000000.0,7731000000.0,Yes,0.6330417746191546,3,5.660085577974948,Stagnant,0.8886894075403946,nan,13.428571428571427,0.01159634873317787,nan,nan,nan,nan
EMN,5458000000.0,9490000000.0,4305000000.0,Maybe,0.3281151020772532,3,1.4802871343087463,Stagnant,0.3316790736145575,nan,107.71428571428571,0.07719873186602948,nan,nan,nan,nan
ETN,19036000000.0,10305000000.0,8244000000.0,Maybe,0.32864152969330723,3,1.632743090629999,Stagnant,0.4058876003568243,nan,115.14285714285714,0.027925993127147768,nan,nan,nan,nan
EBAY,6396000000.0,36531000000.0,6973000000.0,No,-0.9310132727119246,3,8.349080787727473,Stagnant,-0.09663865546218489,nan,74.57142857142856,0.08822038468035066,nan,nan,nan,nan
ECL,8044700000.0,10075400000.0,7551400000.0,Maybe,-0.5707900992083165,3,3.6573145886018614,Stagnant,26.52941176470589,nan,68.85714285714286,0.019560100786525505,nan,nan,nan,nan
EIX,13828000000.0,7499000000.0,30316000000.0,No,0.2509964029529247,3,0.5658787414278788,Stagnant,-0.47738693467336707,nan,44.57142857142857,0.03551104004468224,nan,nan,nan,nan
EW,6650000000.0,8992400000.0,597000000.0,Yes,0.26184295132276103,3,0.46789421881446663,Distributing More,0.11647058823529412,1.1742766155978137,33.0,0.03487845210501816,1.1742766155978137,496.7619458472843,583.3359365273334,14242.660320806279
EA,7513000000.0,7582000000.0,1882000000.0,Yes,0.20864136277185144,3,0.8025700903970943,Stagnant,0.17172675521821634,nan,67.28571428571428,0.032280171899023234,nan,nan,nan,nan
ELV,39306000000.0,31749000000.0,23246000000.0,Maybe,0.12417780155020271,3,2.94373919753622,Stagnant,0.09343613490591204,nan,366.9634571428571,0.04686206486528618,nan,nan,nan,nan
EMR,20689000000.0,40070000000.0,7610000000.0,Maybe,1.2665442576445836,3,8.177493757478338,Stagnant,0.7187130087801702,nan,328.57142857142856,0.23009203892212438,nan,nan,nan,nan
ENPH,983624000.0,46273000.0,1293738000.0,No,0.6037257968150535,3,1.0049129315517837,Stagnant,0.25841346153846156,nan,46.0,0.028488012339869112,nan,nan,nan,nan
ETR,14622647000.0,11940384000.0,23008839000.0,No,0.27834532552858565,3,2.3169201000466115,Stagnant,0.3228285933897002,nan,159.14285714285714,0.09075356415478615,nan,nan,nan,nan
EOG,28090000000.0,22634000000.0,3582000000.0,Yes,-2.6938837182667132,3,5.812793540974941,Stagnant,1.1072745821235186,nan,186.7142857142857,0.10713114754098362,nan,nan,nan,nan
EPAM,3470891000.0,2501107000.0,26126000.0,Yes,0.0985252160196511,3,0.9383762571591416,Stagnant,0.04633471645919778,nan,102.99999999999999,0.03508686460295925,nan,nan,nan,nan
EQT,14773200000.0,2681898000.0,5502681000.0,No,-0.8070153198479555,3,4.161048545739403,Stagnant,9.483944954128436,nan,65.14285714285712,0.13898201186032463,nan,nan,nan,nan
EFX,4534100000.0,5608600000.0,4747800000.0,No,0.046382222351495105,3,0.7862251585900824,Stagnant,0.011204481792717094,nan,63.42857142857143,0.014946979237361532,nan,nan,nan,nan
EQIX,12488894000.0,-4760631000.0,12725609000.0,No,0.3488064657759577,3,2.3164992445498442,Stagnant,-0.2894239848914069,nan,147.85714285714283,0.012598443916722412,nan,nan,nan,nan
EQR,11048548000.0,1437185000.0,6981319000.0,No,0.033224691643865954,3,0.5898039928654264,Stagnant,-0.8503401360544204,nan,31.428571428571427,0.029286473902586492,nan,nan,nan,nan
ESS,5422746000.0,-1267536000.0,6205735000.0,No,-0.0976423210450947,3,0.9944188001038595,Stagnant,0.40020263424518726,nan,90.28571428571428,0.020988310648518815,nan,nan,nan,nan
EL,5314000000.0,13427000000.0,7267000000.0,No,-0.4498210436483891,3,2.7677280845487693,Stagnant,-0.7429193899782136,nan,15.571428571428571,0.012150262079187351,nan,nan,nan,nan
ETSY,-543715000.0,-1357390000.0,2283817000.0,No,-1.1743927029595629,3,3.744605286275177,Stagnant,-0.09762532981530347,nan,35.857142857142854,0.0448294324835736,nan,nan,nan,nan
EG,13202000000.0,14270000000.0,1059000000.0,Yes,1.3688104476005296,3,19.01284615069506,Stagnant,0.48769943386515696,nan,859.8571428571428,0.1549451715079915,nan,nan,nan,nan
EVRG,9663100000.0,2457800000.0,11053300000.0,No,0.07860142336751212,3,0.3982069185737484,Distributing More,0.1159274193548387,0.22925065678538364,45.42857142857142,0.05255329843346499,0.05031979825037665,53.76601535207171,12.32589433219546,1023.0759429903735
ES,14173892000.0,4142515000.0,23955898000.0,No,-0.39184805508503,3,2.1701656042800055,Stagnant,104.9999999999994,nan,-18.142857142857142,-0.018618971075299473,nan,nan,nan,nan
EXC,25755000000.0,5490000000.0,40082000000.0,No,0.06406566889685557,3,0.22258676839086255,Stagnant,0.1001319617884297,nan,33.42857142857142,0.06085825626967061,nan,nan,nan,nan
EXPE,1534000000.0,-632000000.0,6253000000.0,No,-0.5647834864940129,3,9.445457903140536,Stagnant,-1.8283582089552242,nan,78.57142857142857,0.04069251147513741,nan,nan,nan,nan
EXPD,2390350000.0,2580968000.0,427984000.0,Yes,0.20773421830422478,3,1.9049196177266903,Stagnant,0.043395326657129245,nan,72.14285714285714,0.041184145220064965,nan,nan,nan,nan
EXR,14390921000.0,-379015000.0,10334748000.0,No,0.14816652539156086,3,1.1044116080519981,Stagnant,2.145833333333334,nan,67.71428571428571,0.027326183653497246,nan,nan,nan,nan
XOM,204802000000.0,453927000000.0,33645000000.0,Yes,-0.2987059812269895,3,6.842208616375271,Distributing More,1.7478368355995058,2.30112886209192,127.0,0.07826393420733417,1.3485805817209116,1824.9094026038524,4199.351697034648,23317.373718644965
FFIV,2800232000.0,2799054000.0,nan,No,0.09776416461253486,3,0.585106827852829,Stagnant,0.06862745098039215,nan,94.14285714285714,0.03285635817596273,nan,nan,nan,nan
FDS,1619930000.0,1505096000.0,1612700000.0,Maybe,0.08017051144087273,3,0.9060228530812566,Distributing More,0.08305549428744237,0.8548430332401644,175.1428571428571,0.028660930709061387,0.5877917430843871,388.34403127682253,331.97318963739224,13549.595971565726
FICO,-687990000.0,3388059000.0,1811658000.0,No,0.3091878866740297,3,3.278143529499585,Stagnant,0.16979362101313317,nan,245.4285714285714,0.009700186458596894,nan,nan,nan,nan
FAST,3348800000.0,3356900000.0,200000000.0,Yes,0.10534314853155435,3,0.2088659857420542,Distributing More,0.3513513513513513,0.9951438290864837,28.857142857142854,0.031053034669233804,0.11823491038651301,10.236978770572211,10.187266252024274,329.6611387457932
FRT,2803687000.0,-1160474000.0,4599177000.0,No,0.35053692841152834,3,1.106579753113168,Stagnant,-0.24947145877378418,nan,39.99999999999999,0.024129610288768373,nan,nan,nan,nan
FDX,27582000000.0,38649000000.0,20135000000.0,Maybe,0.9326907397051808,3,5.3662893084315435,Stagnant,0.26876483468174484,nan,nan,nan,nan,nan,nan,nan
